"ehat","Z","delta_y","delta_d","tau_c_hat"
0.234599786893927,0,5.04641608246445,0.579586015722536,8.7069320956155
0.630186615208717,1,14.2590044904027,0.756945213957825,18.8375647635671
0.198832616753092,0,1.68988033739686,0.571139687974184,2.95878639320411
0.70066864590479,0,21.3139223470561,0.830868152427482,25.6525927546806
0.303813033310248,0,15.4888258529499,0.620276802357663,24.9708288204187
0.158434006049347,0,12.2380864693036,0.609971054482982,20.0633888761767
0.414381656710701,0,11.1801731428434,0.663309527404685,16.855137278953
0.365702618984106,0,3.3158115631407,0.651102711717708,5.09260905148604
0.485788600381745,0,15.5153135322454,0.701495004106517,22.11749683379
0.39746111698504,1,12.3167490976217,0.636161648018182,19.3610368307989
0.21267974331908,0,15.2024051885562,0.647014378460258,23.4962401063394
0.370558561449787,0,4.4433665060241,0.64695992715024,6.86807067880766
0.397446330274934,0,10.0106124469042,0.654732522715779,15.2896214860092
0.228613809760142,0,14.8131823140486,0.64632113905224,22.9192291865473
0.310519181102234,0,4.45840578183854,0.619212509572789,7.2001222729084
0.295517549111942,0,8.44412365441852,0.599383020845395,14.0880261214416
0.435267458360611,1,10.368369575291,0.667391531667469,15.5356624759469
0.142084449072584,1,-8.04441763528955,0.618700510655949,-13.0021189521257
0.431928451889973,1,18.2089277037794,0.708411231533422,25.703894705854
0.424264189438529,0,3.62145464941731,0.686619210162483,5.27432759791314
0.672072162746741,1,27.4452794101444,0.846159205590025,32.4351247718293
0.42731958347059,0,4.1178086321822,0.682775625276735,6.03098364929653
0.448032339523062,0,6.5692557270884,0.676208441757561,9.71483838624371
0.309790683044066,0,3.25604944272474,0.652280314333083,4.99179474096784
0.210886031023742,0,9.13569811964266,0.566633200255309,16.1227723958398
0.376080066980421,0,9.98552538027687,0.630180539056348,15.8454994424764
0.241846350527304,0,1.89841547996745,0.592332894450559,3.2049806751462
0.416159766682447,1,3.3925163146617,0.683488275803323,4.9635325648774
0.197672597940559,0,0.240257025879792,0.597788582910489,0.401909693072488
0.282946599194554,0,9.9390242314223,0.59437571821908,16.7217871234755
0.224639719446472,1,-1.01063323713428,0.668320990930027,-1.51219735852962
0.204072844906514,0,-0.914866001420655,0.581550102582957,-1.5731507867633
0.205474695396476,0,-2.30969733359456,0.59308424522969,-3.89438322156081
0.431483872107086,1,3.44237155586881,0.695034345883369,4.9528078378539
0.217705711217418,0,12.2082564098728,0.580627325110372,21.025976356783
0.588415605869392,0,11.5441451842053,0.733684420565559,15.7344831927964
0.617904207364847,1,14.4313075128631,0.745715925497848,19.3522855278014
0.454137868635913,1,26.8219266643824,0.732818424988532,36.6010538897164
0.292294979829258,0,19.799787871049,0.702285566918868,28.1933572377351
0.678352984332677,1,27.0433390540539,0.851860112885796,31.7462205883085
0.580722885113016,1,16.3570227081686,0.732960024833084,22.3163912819033
0.501931434446803,1,6.31124956668307,0.71251382558293,8.85772225053968
0.321423588342306,0,0.345244927146036,0.652373503868442,0.529213594817698
0.332663684845748,0,5.83738767563755,0.63191131105989,9.23766923216905
0.190552864203852,0,-5.82292998266827,0.637380735333504,-9.13571694259235
0.213016836394868,0,-1.11847671934271,0.588867777394582,-1.89936818124327
0.517733753989025,0,18.2174443552174,0.725302492939661,25.1170298358991
0.363507296550295,1,8.4073744327032,0.64036186078004,13.1290992603182
0.412755021785651,0,9.08730098690352,0.657789817933765,13.8149006554227
0.239411661323025,1,7.68700689986462,0.60010800990137,12.8093722680489
0.53363358029767,0,17.9743388553033,0.689930556903944,26.0523884258192
0.353718694617915,0,17.6350651024739,0.643870271303077,27.389158792475
0.472115183159409,1,16.2481347178108,0.666386276280967,24.3824569864943
0.282326455769051,0,7.50911043111014,0.595360855154818,12.6127043222508
0.55735344153523,1,25.9139255984,0.795764438846772,32.5648198554268
0.323318950445299,0,20.2143474684672,0.656615139580307,30.7856859367997
0.336287505363455,0,-0.624289059239711,0.685285634237064,-0.910991020459285
0.271597583364559,0,0.702936564034889,0.679108788031162,1.0350868320712
0.635643602024232,1,10.9247747234875,0.804098224579946,13.5863684181053
0.247799569222819,0,11.656613019197,0.587167124164367,19.8522916891613
0.659994680622169,0,16.5623309583043,0.773050770149279,21.4246354804175
0.143262845496967,1,-4.03985673101146,0.625335119392127,-6.46030681107197
0.247300426853263,0,-0.278229123870855,0.678612727495993,-0.40999691369994
0.439216850313768,1,14.0341847337008,0.651669354127435,21.5357445379522
0.535164386969986,0,16.2895717659047,0.71842223916983,22.6740917496208
0.406853844302647,0,7.78752600341004,0.659091092852592,11.8155534005248
0.249176314327678,0,23.7236669571754,0.6780039305072,34.9904563819095
0.58535555553932,1,31.0999056143211,0.852868344718265,36.4650720206934
0.297789499095841,0,-1.42945511268968,0.662167858562241,-2.15875037455525
0.279922012643598,0,0.451282447968672,0.621442524606347,0.726185335087163
0.324999060900003,1,26.0724932458217,0.710565105435879,36.6926169697401
0.489520712633704,0,3.61062650735431,0.766873764858708,4.7082410075921
0.181980181117118,0,-2.49802320708248,0.647295673986689,-3.85916870368865
0.537663307551102,1,8.30453086164747,0.718996926477468,11.5501618377331
0.445127723645567,0,7.01254878250017,0.672859309118368,10.422013469188
0.385606275729238,1,11.1141401639053,0.655128350265312,16.9648285857334
0.321943857865337,0,14.1152663955623,0.657860921252416,21.4563077689583
0.293931366299639,1,-2.4434343659292,0.684723185385852,-3.56849953102185
0.254824202297573,1,0.68354662760185,0.604203295265212,1.13131893347555
